Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Rizzoli,6,6,4,4,20,26,5,1,1,2,1,0,2,2.87,4.33,2.05,2.7,4.2,2.05,2.7,4.2,2,2.8,3.9,1.91,2.75,4.33,2,2.88,4,1.9,2.7,4.33,1.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Messina,8,17,5,7,16,24,4,7,3,4,0,0,2.3,3,3.25,2.3,2.9,3.15,2.25,3,3.2,2.3,3,2.9,2.25,2.88,3,2.3,3,3.2,2.2,2.87,3.1,2.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Ayroldi,13,4,8,3,20,24,8,4,1,1,0,0,1.61,3.4,6,1.6,3.35,5.75,1.6,3.25,6,1.6,3.4,5.2,1.62,3,6,1.57,3.4,6,1.57,3.3,5.5,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F. Squillace,5,4,4,2,15,11,1,6,1,2,1,0,1.66,3.4,5.5,1.65,3.15,5.75,1.7,3.1,5.4,1.75,3.1,4.5,1.73,2.88,5,1.7,3.3,4.75,1.66,3.1,5,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Rosetti,11,5,4,2,8,18,5,7,0,3,0,0,2.3,2.25,4.33,2.3,2.2,4.75,2.6,2,4.5,2.4,1.9,4.5,2.25,2.2,4.5,2.38,2.25,4.2,2.37,2.1,4.33,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Saccani,7,5,5,3,25,15,5,1,3,3,0,0,2.1,2.8,4,2,2.85,3.95,2,2.9,4.1,1.85,2.8,4.6,1.91,2.88,4,1.95,2.88,4.2,1.9,2.75,4.2,1.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Farina,11,2,4,1,15,26,4,4,4,2,0,0,1.83,3.1,4.75,1.75,3.15,4.65,1.8,3.25,4.15,1.85,3,4.2,1.83,3,4,1.8,3.25,4.2,1.8,3.1,4,1.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Farina,8,14,3,8,18,18,1,3,3,1,0,1,4.75,3.2,1.8,5.35,3.1,1.7,5,3.2,1.7,4.2,3.1,1.8,4.5,2.88,1.8,5.5,3.25,1.7,4.33,3.2,1.72,4.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. De Santis,12,6,6,4,16,18,3,1,1,0,0,1,2.62,2.62,3.2,2.6,2.65,2.95,2.65,2.55,3,2.6,2.7,2.9,2.4,2.5,3.25,2.62,2.5,3.1,2.6,2.4,3.1,2.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. Morganti,11,7,5,3,15,12,2,7,1,2,0,0,2.25,2.8,3.6,2.2,2.75,3.55,2.25,2.7,3.5,2.2,2.7,3.5,2.2,2.62,3.5,2.25,2.62,3.6,2.25,2.62,3.3,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Paparesta,5,12,4,4,22,22,2,5,0,1,0,0,2.4,2.7,3.4,2.4,2.55,3.45,2.25,2.6,3.6,2.2,2.6,3.6,2.25,2.5,3.6,2.38,2.5,3.6,2.37,2.5,3.3,2.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T. Pieri,15,11,4,5,17,20,10,0,3,3,0,0,1.72,3.3,5,1.75,3.25,4.45,1.7,3.2,5,1.75,3.2,4.3,1.67,3.2,5,1.7,3.3,5.2,1.66,3.1,5,1.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Trefoloni,12,2,7,2,18,13,6,2,5,3,0,0,1.25,4.75,9,1.28,4.5,10,1.25,4.5,10,1.27,4.4,10,1.25,4.5,10,1.25,4.75,11,1.2,5,11,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Bertini,18,9,9,4,12,14,9,3,0,2,0,0,1.33,4.5,9.5,1.35,4.15,8.5,1.33,4.3,8.5,1.37,3.8,8,1.3,4,9,1.33,4.5,9,1.28,4.33,8.5,1.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Rocchi,12,14,5,4,22,15,1,7,0,0,1,1,,,,3.25,1.55,6.5,3.25,1.55,6,3,1.5,6,,,,,,,3.4,1.5,6,3.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Saccani,6,12,5,2,24,18,8,4,3,1,0,0,1.33,4.5,9.5,1.3,4.6,8.85,1.33,4.3,8.5,1.35,4.2,7.5,1.29,4.33,9,1.33,4.33,8.5,1.25,5,8,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Rizzoli,16,12,9,10,22,19,5,4,1,3,0,0,2.8,2.2,3.2,2.9,2.1,3.5,2.85,2.25,3,2.8,2.2,3.1,,,,2.9,2.15,3.4,2.87,2.25,3,2.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. De Santis,8,11,4,5,24,18,3,4,4,4,0,0,2.4,3,3.1,2.35,2.9,3.05,2.4,2.9,3.1,2.5,2.9,2.9,2.25,2.88,3,2.4,3,3,2.25,2.87,3,2.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Ayroldi,2,16,1,5,31,30,1,9,4,2,2,0,4.33,2.87,2,4.15,2.8,2,4.3,2.8,1.95,3.9,2.8,2,4.5,2.88,1.8,4.4,2.8,2,3.8,2.87,1.95,3.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Paparesta,9,10,3,2,19,25,3,8,3,4,1,0,1.9,3.25,4,1.9,3.25,3.7,1.87,3.15,4,1.9,3.2,3.6,1.8,3.2,4,1.85,3.25,4,1.8,3.25,3.8,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Racalbuto,10,14,4,9,15,19,4,5,2,2,0,0,,,,2.45,1.85,5.75,2.6,1.85,5.6,2.3,1.75,5.5,2.38,1.8,7,,,,2.75,1.66,6,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Trefoloni,4,5,4,3,23,24,2,2,2,3,0,1,1.57,3.5,6.5,1.5,3.45,7,1.53,3.4,6.5,1.55,3.4,5.8,1.5,3.25,6.5,1.53,3.4,7.5,1.53,3.25,6,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Tagliavento,15,10,6,4,19,18,4,6,1,4,0,0,3.2,3.1,2.25,2.95,3.2,2.25,3,3.1,2.25,2.7,3.1,2.4,2.5,3.25,2.4,3,3.1,2.25,3,2.87,2.25,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Rosetti,15,10,7,6,21,19,4,1,3,3,0,0,3.1,3.1,2.3,3,3,2.3,3,3,2.3,2.9,3,2.3,2.88,3,2.25,3.3,3,2.25,3,3,2.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C. Brighi,5,7,4,0,19,14,7,9,3,1,1,0,1.9,2.8,5,1.83,2.85,5,1.85,2.7,5.25,1.85,2.5,5.2,1.8,2.75,5,1.83,2.7,5.5,1.8,2.5,6,1.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. Girardi,10,12,3,5,18,22,3,2,0,1,0,0,1.9,2.5,5.5,2,2.4,5,2,2.4,5.4,2.1,2.3,4.7,2.1,2.5,4,2,2.4,5.5,2,2.25,5.5,1.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Rodomonti,5,8,1,5,16,16,6,5,1,2,0,0,10,5,1.28,10,4.6,1.27,10,4.75,1.27,8.5,4.4,1.3,11,5,1.2,10,5,1.25,11,5,1.2,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. De Santis,23,5,7,3,18,14,8,2,4,2,1,2,2.5,2.1,4,2.75,2,4.15,2.65,2,3.9,2.6,2,4,,,,2.6,2.1,4.2,2.6,2,4.2,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Farina,19,7,11,5,24,23,7,4,1,3,0,0,1.25,5,8,1.25,5,10,1.25,4.75,10,1.3,4.4,8.5,1.29,4.33,9,1.25,5,10,1.22,5,9.5,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Rizzoli,16,4,13,2,16,13,5,1,0,0,0,0,1.25,5,8,1.25,5,10,1.25,4.75,10,1.3,4.4,8.5,1.25,4.5,10,1.25,5,12,1.22,5,9.5,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Paparesta,24,4,9,3,20,13,15,3,2,3,0,1,1.61,3.4,5,1.55,3.25,6.75,1.6,3.3,5.75,1.6,3.4,5.2,1.53,3.25,6,1.62,3.4,6,1.53,3.3,6,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Lops,17,18,8,11,18,22,8,4,0,2,1,0,1.61,3.4,5,1.67,3.4,4.85,1.7,3.3,4.5,1.8,3,4.4,,,,1.67,3.2,5.25,1.61,3.4,4.8,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Bertini,13,13,8,6,23,13,3,4,3,2,0,0,3,3,2.25,2.8,3.1,2.4,2.85,3,2.35,2.8,2.9,2.5,,,,2.88,2.95,2.4,2.8,2.87,2.37,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T. Pieri,6,11,3,6,23,14,3,5,5,4,3,1,3.5,3.25,1.9,4.1,3.2,1.85,4,3.25,1.83,3.6,3.2,1.9,4.33,3,1.8,3.6,3.2,1.95,4,3,1.83,3.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Bergonzi,8,7,3,1,16,20,4,3,1,1,0,0,2.4,2.1,4.33,2.25,2.25,4.25,2.35,2.2,4,2.3,2.3,3.8,,,,2.5,2.2,4,2.5,2.1,4,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. Morganti,11,5,4,3,15,20,3,5,2,6,1,0,1.33,4.5,6.5,1.35,4,9,1.35,4,8,1.4,3.7,7.5,1.33,3.75,9,1.4,4,7.5,1.3,4.33,8,1.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Messina,12,5,7,1,21,16,4,1,2,1,0,0,2.4,2,4.75,2.55,2.1,4.3,2.5,2,4.1,2.5,2,4.3,,,,2.5,2.1,4.5,2.5,2.05,4.2,2.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Rosetti,10,8,5,3,6,21,1,5,0,1,0,0,1.44,4,7.5,1.48,3.65,6.8,1.4,3.75,7.5,1.4,3.7,7.5,1.36,3.75,8,1.4,3.8,8,1.33,4,8,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T. Pieri,8,15,7,10,25,17,3,9,1,3,0,0,3.25,3.2,2.2,3.15,3.15,2.15,3.1,3.1,2.15,3.2,3.1,2.1,2.87,3,2.25,3.1,3.1,2.2,3,2.87,2.25,2.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. Bertini,8,12,1,3,16,17,2,7,1,1,0,0,5,3.3,1.72,5,3.05,1.75,4.5,3.05,1.8,4,3,1.9,4,3.2,1.8,5,3,1.75,4.5,3.1,1.72,4.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Gava,8,3,2,2,15,22,7,3,0,4,0,1,1.2,5.5,17,1.18,5.7,13.5,1.2,5.5,11,1.25,4.6,10.5,1.16,5.5,12,1.2,5.5,12,1.14,5.5,15,1.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S. Racalbuto,17,4,9,2,15,24,6,2,0,0,0,0,1.2,5.5,17,1.22,5.5,10.5,1.2,5.5,11,1.2,5,12,1.14,5.5,15,1.2,5.5,15,1.2,5,11,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Trefoloni,7,10,4,2,23,20,2,7,2,4,0,0,3.75,3.2,2,3.75,3,2,3.65,3,2,3.8,2.8,2,3.4,3,2,3.75,3,2,3.3,2.87,2.1,3.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Messina,12,9,8,5,12,23,2,3,3,3,0,1,1.9,3.25,4,2,3.3,3.35,1.95,3.2,3.5,2,3.1,3.4,1.9,3.2,3.5,2,3.1,3.6,1.95,3,3.6,1.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. Palanca,9,9,6,3,8,9,4,3,0,0,0,0,3.1,1.66,5,3,1.65,5.9,3.1,1.65,5.25,3.2,1.5,5,,,,,,,3.2,1.66,4.8,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Tombolini,12,6,5,5,12,14,4,5,1,0,0,0,9,4,1.4,8.65,4,1.36,8.5,3.75,1.38,7.5,3.7,1.4,7,3.75,1.4,9.5,3.8,1.4,7.5,3.6,1.4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. Dattilo,7,14,4,9,18,20,2,8,0,1,0,0,3.75,2.2,2.5,4,2.1,2.65,4,2.1,2.6,3.8,1.85,2.7,,,,4,2.15,2.6,4.2,2.15,2.37,4.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. Marelli,9,8,5,6,26,16,2,3,3,1,0,0,2.87,2.5,3,3.15,2.37,2.8,3,2.45,2.8,2.9,2.4,2.9,,,,3,2.5,2.75,2.9,2.5,2.62,3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T. Pieri,16,9,9,5,8,18,4,2,1,2,0,0,1.12,7,21,1.1,7.55,17.5,1.1,7,19,1.1,6.5,17,,,,1.1,7,21,1.07,7,19,1.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. De Marco,11,9,7,5,9,11,2,3,1,2,1,0,1.4,4,9,1.36,4,9,1.35,4,9,1.35,4,8,1.29,4,10,1.36,3.8,9.5,1.36,3.4,10,1.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. De Santis,10,6,6,4,30,4,5,3,3,1,0,0,1.14,6.5,21,1.15,6.5,13.5,1.16,6,14,1.15,5.7,14,1.14,6,12,1.17,6.5,15,1.14,5.5,15,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. Pantana,17,11,4,5,20,14,8,7,2,0,1,0,5.5,3.1,1.72,5,3.05,1.75,5.25,3.1,1.7,4.4,3,1.8,6,2.8,1.67,6,3.1,1.65,6,2.8,1.66,5.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Stefanini,8,3,3,1,16,23,4,4,1,0,0,0,2.4,2.4,4,2.35,2.3,4.2,2.2,2.5,4,2.2,2.4,3.8,,,,2.3,2.4,4,2.25,2.25,4.2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Preschern,12,4,4,3,10,5,4,4,4,0,1,0,2.37,2.75,3.4,2.35,2.65,3.4,2.25,2.75,3.4,2.3,2.6,3.3,,,,2.3,2.75,3.3,2.37,2.5,3.3,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Paparesta,9,8,7,6,19,20,5,6,2,2,0,0,9,5,1.3,10,4.1,1.33,9,4.5,1.3,8.5,4.4,1.3,8,4,1.33,10,4.75,1.3,8.5,4.2,1.3,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Rosetti,15,9,5,3,19,17,8,4,0,3,0,0,1.1,8,26,1.11,7.5,16,1.1,7,19,1.1,6.5,17,1.1,6.5,17,1.11,7,17,1.1,6.5,15,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. Banti,13,13,8,5,13,17,4,6,0,2,0,0,1.72,3,6,1.75,2.75,6.25,1.77,2.8,5.5,1.85,2.6,5,1.8,2.75,5,1.75,2.75,6,1.72,2.75,5.5,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Mazzoleni,8,12,2,3,12,14,2,3,0,3,0,0,2.62,2.87,2.6,3.05,2.65,2.55,2.85,2.7,2.55,2.7,2.6,2.7,2.75,2.75,2.5,3,2.7,2.5,3,2.7,2.37,2.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Bergonzi,8,13,3,6,20,16,6,2,0,0,0,0,8.5,3.25,1.44,7.2,3.4,1.5,8,3.25,1.5,6,3.2,1.5,8,3,1.5,8.5,3.4,1.44,9,3.1,1.44,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Herberg,11,8,6,4,21,17,5,2,1,1,1,0,1.8,2.7,5,1.8,2.55,6.75,1.75,2.65,6,1.75,2.6,5,1.66,2.62,7,1.75,2.62,6.5,1.8,2.6,5.5,1.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. Giannoccaro,8,8,4,2,15,20,4,5,0,0,0,0,1.8,2.7,5,1.9,2.65,5.15,1.87,2.65,5,1.8,2.6,4.8,1.8,2.75,5,1.85,2.75,5,1.83,2.62,5,1.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. De Marco,12,8,5,4,16,19,6,5,1,2,0,1,1.61,3.6,4.5,1.7,3.8,4.05,1.65,3.5,4.5,1.7,3.4,3.8,1.61,3.5,4.5,1.67,3.75,4.2,1.57,3.6,4.8,1.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. Pantana,9,9,3,3,15,17,3,4,0,0,0,0,1.36,3.8,8,1.37,3.9,9,1.35,3.75,9.5,1.45,3.5,6,1.36,3.75,8,1.33,4,10,1.4,3.5,8,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. Banti,4,14,1,6,15,16,1,10,3,2,0,0,15,5,1.18,15,4.3,1.25,17,4.25,1.23,,,,15,4.5,1.2,19,4.33,1.22,21,3.6,1.25,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F. Squillace,16,15,6,8,27,13,7,5,2,0,0,0,1.57,2.87,7,1.6,2.8,8.75,1.6,2.75,8,1.65,2.7,5.6,1.61,2.62,8,1.57,2.88,8.5,1.66,2.62,7,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. Girardi,10,8,5,1,18,17,2,5,0,0,0,0,2.3,2.25,4.2,2.35,2.25,4.4,2.35,2.25,4.15,2.3,2.4,3.3,,,,,,,2.25,2.3,4,2.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Ciampi,15,6,10,2,12,16,8,1,3,1,0,1,3.8,2.3,2.4,4.05,2.25,2.45,4.25,2.25,2.3,3.3,2.3,2.4,,,,,,,3.5,2.37,2.37,4
