Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD
I1,28-03-2004,Sampdoria,Lecce,2,2,D,2,1,H,1.8,3,4.333,1.8,3.1,4.8,1.7,3,4.5,1.727,2.875,5,1.8,3,4.5,1.8,3,4.5,1.72,2.9,5,1.9,1.79,2,1.8,1.8,1.89,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5,A. De Marco,9,8,3,4,20,28,4,4,1,2,0,0,1.9,3,4.5,1.91,3,4.15,1.85,3,4.4,1.9,2.9
I1,28-03-2004,Siena,Udinese,1,0,H,1,0,H,2.5,2.75,2.875,2.55,2.95,2.8,2.6,2.8,2.6,2.5,2.75,2.75,2.5,2.8,2.8,2.5,2.8,2.8,2.6,2.8,2.6,2,1.71,2.05,1.75,1.8,2.05,0,2.05,1.8,-0.25,2.125,1.775,-0.25,T. Pieri,14,14,9,7,20,17,5,4,0,2,0,0,3,2.87,2.5,3,2.85,2.4,2.9,2.95,2.4,2.65,2.8
I1,04-04-2004,Ancona,Sampdoria,0,1,A,0,1,A,5.5,3.4,1.533,6.1,3.4,1.55,4.6,3.4,1.6,,,,5,3.2,1.67,5.5,3.2,1.61,6.5,3.1,1.53,1.9,1.79,,,,,,,,,,,,G. Rocchi,5,11,2,7,17,21,4,4,3,2,0,1,1.61,3.4,6,1.65,3.25,5.4,1.65,3.2,5.5,1.7,3.2
I1,04-04-2004,Bologna,Reggina,2,2,D,1,2,A,1.8,3,4.333,1.82,2.9,4.7,1.9,2.7,4.2,1.727,2.875,5,1.83,2.88,4.5,1.83,2.87,4.5,1.8,2.7,5,1.85,1.85,1.95,1.85,1.82,1.79,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,S. Farina,7,8,3,3,25,26,4,3,3,2,0,1,2.87,2.87,2.6,2.75,2.8,2.65,2.65,2.9,2.65,2.65,2.8
I1,04-04-2004,Chievo,Parma,0,2,A,0,1,A,2.3,3,2.875,2.35,2.9,3,2.6,2.8,2.6,2.4,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.5,2.75,2.8,1.79,1.9,2,1.8,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,G. Paparesta,12,7,7,4,27,27,10,4,2,3,0,0,2.5,2.75,3.2,2.45,2.9,2.9,2.55,2.85,2.8,2.6,2.8
I1,04-04-2004,Empoli,Perugia,1,0,H,0,0,D,2.2,3,3.1,2.2,3,3.1,2.2,2.8,3.1,2.2,3,3,2.25,2.8,3.2,2.25,2.8,3.2,2.25,3,2.87,2,1.71,2,1.8,2,1.85,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25,M. De Santis,7,12,3,2,21,21,5,5,1,2,0,1,2.87,3,2.5,2.8,2.85,2.55,2.75,2.85,2.55,2.65,2.8
I1,04-04-2004,Inter,Juventus,3,2,H,2,1,H,2.625,3,2.75,2.55,2.85,2.75,2.6,2.8,2.6,2.5,2.875,2.625,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.9,2.62,1.85,1.85,2,1.8,1.91,1.93,0,1.9,1.95,0,1.925,1.975,0,M. Saccani,5,10,2,7,25,35,2,3,2,4,0,0,1.9,3,4.5,1.85,3,4.45,1.9,3,4.2,1.9,2.8
I1,04-04-2004,Lazio,Siena,5,2,H,3,2,H,1.364,3.75,8.5,1.4,3.7,8.3,1.45,3.6,5.8,1.4,3.5,8,1.36,3.75,8.5,1.36,3.75,8.5,1.36,3.75,8,1.65,2.05,1.8,2,1.8,2.05,-1,1.75,2.1,-1,2.1,1.8,-1.25,D. Tombolini,8,13,4,7,12,22,7,2,2,3,0,0,6,3.2,1.66,5.7,3.15,1.65,5.5,3.2,1.65,4.7,3.2
I1,04-04-2004,Lecce,Roma,0,3,A,0,0,D,4.5,3.2,1.833,4.3,3,1.85,4,3,1.8,3.75,3,1.909,4,3.1,1.83,4,3.1,1.83,4.2,3,1.8,1.85,1.85,2.1,1.7,,,,2,1.85,0.5,2.025,1.875,0.5,P. Tagliavento,23,18,11,8,27,30,6,4,3,2,0,1,1.72,3.1,5.5,1.72,3,5.5,1.7,3.1,5.25,1.75,3
I1,04-04-2004,Modena,Milan,1,1,D,0,1,A,5.5,3.25,1.571,5.8,3.25,1.6,4.2,3.1,1.75,6,3,1.615,5.5,3.2,1.62,5.5,3.2,1.61,5.5,3.3,1.57,1.71,2,1.95,1.85,2,1.85,0.75,1.95,1.9,0.75,2,1.9,0.75,N. Ayroldi,14,14,6,6,31,13,6,2,5,2,0,0,3.75,3,2.1,3.75,2.9,2.05,3.75,3,2,3.6,3
I1,04-04-2004,Udinese,Brescia,4,3,H,3,1,H,1.909,2.9,4,1.95,2.8,4.25,1.9,2.7,4.2,1.833,2.875,4.333,1.91,2.9,4,1.9,2.9,4,1.9,2.75,4.2,1.85,1.85,2.05,1.75,,,,2.05,1.8,-0.5,2.1,1.8,-0.5,P. Bertini,6,10,2,3,16,16,4,6,1,3,0,0,4,3.2,1.9,4,3.1,1.9,3.8,3,2,3.7,2.9
I1,10-04-2004,Ancona,Bologna,3,2,H,1,1,D,,,,6.6,3.5,1.5,,,,6.5,3,1.571,6,3.4,1.53,6,3.4,1.53,6.5,3.6,1.44,1.85,1.85,,,1.77,2.1,1,,,,,,,S. Farina,10,13,5,6,34,25,7,2,2,3,0,1,7,3.4,1.57,7,3.25,1.55,7,3.25,1.55,5.2,3.4
I1,10-04-2004,Brescia,Modena,0,0,D,0,0,D,1.833,2.875,4.5,1.9,2.65,5,1.9,2.7,4.2,1.8,2.875,4.5,1.8,2.88,4.75,1.8,2.87,4.75,1.9,2.62,4.5,1.85,1.85,1.9,1.9,1.73,-0.5,,1.95,1.9,-0.5,2.025,1.875,-0.5,E. Morganti,10,2,5,0,20,18,11,6,0,3,0,0,1.22,5.5,13,1.18,5.5,15,1.2,5.5,13,1.22,4.8
I1,10-04-2004,Juventus,Lazio,1,0,H,0,0,D,2.1,3.1,3.6,2.05,3,3.6,2.1,2.7,3.5,2,2.875,3.6,1.91,3.1,3.75,1.9,3.1,3.75,1.9,3,3.75,1.71,2,1.95,1.85,1.8,2.05,-0.25,2.05,1.8,-0.5,1.8,2.1,-0.25,C. Brighi,4,12,2,1,15,20,7,5,2,4,0,0,2.2,2.87,3.6,2.25,2.8,3.35,2.2,2.85,3.4,2.2,2.9
I1,10-04-2004,Milan,Empoli,1,0,H,0,0,D,1.2,5.5,10,1.25,5,10,1.22,4.8,9.5,1.25,4.5,10,1.2,5.2,11,1.2,5.2,11,1.2,5,11,1.75,1.95,1.75,2.05,2,1.85,-1.5,2,1.85,-1.5,1.975,1.925,-1.5,P. Tagliavento,18,6,7,3,18,27,5,2,1,1,0,0,1.66,3.2,6,1.63,3.2,5.75,1.67,3.2,5.5,1.7,3.2
I1,10-04-2004,Parma,Lecce,3,1,H,2,0,H,1.727,3,5,1.7,3.2,5,1.75,3.1,4.2,1.727,3.2,4.333,1.67,3.2,5,1.66,3.2,5,1.66,3.1,5,1.75,1.95,1.85,1.95,2,1.85,-0.75,1.8,2.05,-0.5,1.85,2.05,-0.5,A. De Marco,8,10,3,3,30,27,2,4,5,3,0,0,2.37,3,3.1,2.35,3,2.95,2.35,2.9,3,2.4,2.9
I1,10-04-2004,Reggina,Udinese,0,1,A,0,0,D,2.375,2.875,2.875,2.5,2.7,3,2.4,2.8,2.8,2.375,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.4,2.75,2.9,,,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.125,1.775,-0.25,D. Messina,10,6,6,3,15,19,6,5,1,3,0,0,1.33,4.5,9.5,1.33,4.25,9,1.33,4.25,9,1.3,4.4
I1,10-04-2004,Roma,Chievo,3,1,H,1,1,D,1.571,3.4,7,1.57,3.25,6,1.5,3.5,5.4,1.5,3.4,6,1.57,3.4,5.5,1.57,3.4,5.5,1.5,3.3,6.5,1.75,1.95,2,1.8,2.05,1.8,-1,2.05,1.8,-1,2.1,1.8,-1,G. Rocchi,8,15,4,8,25,23,4,2,2,3,1,0,1.66,3.2,6,1.65,3.1,6,1.65,3.1,6,1.65,3.3
I1,10-04-2004,Siena,Sampdoria,0,0,D,0,0,D,2.25,2.8,3.2,2.4,2.63,3.25,2.4,2.6,3,2.375,2.75,3,2.38,2.8,3,2.37,2.8,3,2.4,2.7,3,2.05,1.65,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25,A. Romeo,13,6,5,3,18,26,10,1,3,2,0,0,2.6,2.87,2.87,2.45,3,2.8,2.5,2.8,2.9,2.5,2.8
I1,11-04-2004,Perugia,Inter,2,3,A,0,1,A,3.75,3.2,2,3.6,3,2.05,3.6,2.8,2,3.5,3.2,1.909,3.75,2.88,2,3.75,2.87,2,3.75,3,1.9,1.75,1.95,1.85,1.95,2.05,1.8,0.25,2.05,1.8,0.25,2.05,1.85,0.25,P. Rodomonti,13,10,5,3,12,12,6,2,2,4,1,0,1.83,3.1,4.75,1.88,2.9,4.5,1.85,3.05,4.33,1.9,2.9
I1,17-04-2004,Lecce,Udinese,2,1,H,1,1,D,2.5,3,2.625,2.35,2.9,3,2.4,3,2.6,2.38,2.88,2.8,2.5,2.88,2.75,2.5,2.87,2.75,2.4,2.8,2.87,1.95,1.75,2.1,1.7,2.05,1.8,-0.25,2,1.85,-0.25,2.05,1.85,-0.25,G. Paparesta,11,14,7,6,30,24,4,7,4,0,0,0,3,2.87,2.5,3.05,2.9,2.35,3,2.9,2.35,3,2.8
I1,17-04-2004,Siena,Milan,1,2,A,1,1,D,5,3.1,1.8,4.85,3.15,1.73,4.6,3,1.7,5,2.88,1.73,4.5,3.1,1.73,4.5,3.2,1.72,5.5,2.9,1.66,1.95,1.75,2,1.8,1.85,2,0.75,1.8,2.05,0.75,1.875,2.025,0.75,N. Rizzoli,12,7,7,5,22,17,9,7,4,3,0,0,2.5,2.87,3,2.4,2.8,3.1,2.4,2.8,3,2.4,2.7
I1,18-04-2004,Chievo,Reggina,0,0,D,0,0,D,2.1,2.375,4.5,,,,,,,2.25,2,5.5,,,,2,2.62,4.2,,,,,,,,2.15,1.58,-0.5,1.95,1.9,-0.25,1.85,2.05,-0.25,M. De Santis,15,11,7,4,14,25,8,2,1,3,0,0,2.1,2.8,4,2.2,2.7,3.65,2.2,2.8,3.4,2.1,2.8
I1,18-04-2004,Empoli,Brescia,1,1,D,0,1,A,2.25,2.75,3.25,2.3,2.7,3.4,2.1,2.7,3.5,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.25,2.2,2.6,3.5,2,1.7,2.1,1.7,2.05,1.8,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,S. Farina,5,9,2,3,19,25,6,7,4,2,1,0,2.4,2.87,3.2,2.3,2.9,3.15,2.4,2.8,3,2.3,2.8
I1,18-04-2004,Inter,Bologna,4,2,H,1,0,H,1.444,3.6,7,1.45,3.6,7.5,1.35,3.8,7.5,1.5,3.25,6.5,1.5,3.5,6,1.5,3.5,6,1.36,3.75,8,1.71,2,1.8,2,2,1.85,-1,1.95,1.9,-1,2.05,1.85,-1,P. Tagliavento,7,6,4,3,20,26,4,1,3,4,0,1,1.83,3,5,1.75,3.1,4.9,1.85,3,4.4,1.8,3.1
I1,18-04-2004,Lazio,Ancona,4,2,H,1,1,D,,,,1.12,7.5,15,1.12,6,15,1.12,6,13,1.1,6.5,17,1.08,7,21,1.07,8,15,1.45,2.5,,,,,,,,,,,,P. Dondarini,15,10,7,4,20,19,4,1,0,2,1,1,1.36,4.33,9,1.35,4.25,8.2,1.36,4,9,1.35,4
I1,18-04-2004,Modena,Roma,0,1,A,0,0,D,4.5,3.2,1.727,4.85,3.15,1.73,4.4,3,1.75,4.33,3.2,1.73,4.5,3.2,1.73,4.5,3.2,1.72,5,2.9,1.72,1.95,1.75,2,1.8,1.85,2,0.75,1.9,1.95,0.75,1.85,2.05,0.75,P. Rodomonti,13,5,7,3,21,18,8,3,3,2,0,1,1.16,6.5,15,1.13,6.7,16,1.12,6.5,18,1.15,5.7
I1,18-04-2004,Parma,Juventus,2,2,D,1,0,H,2.75,3,2.4,2.8,3,2.45,2.8,2.9,2.3,2.5,2.88,2.62,2.6,2.88,2.6,2.6,2.87,2.6,2.75,2.9,2.4,1.85,1.85,1.85,1.95,2.05,1.8,0,2.05,1.8,0,2.075,1.825,0,M. Trefoloni,10,6,2,3,12,24,7,3,2,5,0,0,2.6,2.87,2.87,2.55,2.85,2.8,2.6,2.8,2.8,2.7,2.8
I1,18-04-2004,Sampdoria,Perugia,3,2,H,2,0,H,1.615,3.4,5,1.67,3.3,5,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.57,3.3,5.5,1.85,1.85,1.85,1.95,1.67,1.99,-0.5,1.8,2.05,-0.5,1.85,2.05,-0.5,T. Pieri,12,9,3,4,16,26,8,3,3,3,0,1,4,2.8,2.1,3.7,3.05,2,3.4,3,2.1,3.6,3
I1,21-04-2004,Lazio,Roma,1,1,D,1,0,H,2.75,3,2.375,2.95,2.95,2.35,2.9,2.7,2.4,2.75,3,2.38,2.75,3,2.38,2.87,2.87,2.37,2.8,2.9,2.37,1.85,1.85,,,2.05,1.8,0,2.05,1.8,0,2.125,1.775,0,S. Racalbuto,12,14,5,6,12,16,5,8,1,3,0,1,2.6,2.87,2.87,2.45,2.8,3,2.4,2.85,3,2.5,2.9
I1,25-04-2004,Ancona,Chievo,0,2,A,0,0,D,,,,5.5,3.15,1.65,,,,,,,,,,4.33,3.2,1.73,5,3.3,1.61,,,,,,,,,,,,,,P. Dondarini,17,4,8,0,8,13,6,3,1,0,0,0,1.2,5.5,17,1.17,5.75,15,1.17,5.5,16,1.2,5
I1,25-04-2004,Bologna,Siena,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. Trefoloni,4,11,2,4,26,18,10,5,2,0,0,0,4.1,3,2,4.35,3,1.87,4,3,1.95,3.7,2.9
I1,25-04-2004,Brescia,Perugia,1,1,D,1,1,D,,,,,,,,,,1.73,3.2,4.33,,,,,,,,,,,,,,,,,1.7,2.15,-0.5,,,,P. Mazzoleni,8,11,4,5,21,26,6,5,2,2,0,0,2.3,2.87,3.4,2.3,2.75,3.35,2.3,2.8,3.25,2.2,2.8
I1,25-04-2004,Inter,Lazio,0,0,D,0,0,D,2.1,3,3.2,2.05,3,3.65,2.1,2.9,3.2,2.1,3.2,3,2.1,3,3.25,2.1,3,3.25,2.1,3,3.2,1.75,1.95,1.95,1.85,1.9,1.95,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,D. Messina,10,11,6,5,20,21,5,3,3,2,0,0,1.53,3.75,6.5,1.47,3.55,7.25,1.5,3.5,6.75,1.5,3.6
I1,25-04-2004,Juventus,Lecce,3,4,A,1,3,A,1.28,4.5,8,1.3,4.4,9.5,1.3,4,8.5,1.25,4.5,10,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.33,8,1.65,2.05,1.75,2.05,1.9,1.95,-1.25,1.85,2,-1.25,1.875,2.025,-1.25,L. Banti,11,6,5,3,18,17,2,7,2,2,0,0,3.1,3,2.4,3.15,3.05,2.2,3.1,2.9,2.3,2.9,2.9
I1,25-04-2004,Modena,Sampdoria,1,0,H,0,0,D,,,,2.5,2.5,3.3,,,,2.38,2.75,3,2.4,2.5,3.2,2.4,2.5,3.2,2.5,2.62,2.9,,,,,2.1,1.77,-0.5,2,1.85,-0.5,,,,M. Saccani,10,5,4,3,20,15,10,1,1,4,0,0,1.72,3.2,5.5,1.7,3.1,5.35,1.7,3.1,5.25,1.75,3.2
I1,25-04-2004,Reggina,Parma,1,1,D,0,1,A,,,,2.7,2.5,3,2.8,2.6,2.6,2.8,2.88,2.38,2.62,2.5,2.75,2.62,2.5,2.8,2.8,2.5,2.7,2,1.71,,,1.92,1.92,0,1.9,1.95,0,,,,P. Bertini,20,9,9,5,11,11,13,8,1,4,0,0,2.2,2.9,3.6,2.2,2.8,3.5,2.2,2.8,3.5,2.2,2.8
I1,25-04-2004,Roma,Empoli,3,0,H,1,0,H,1.3,4.33,8,1.35,3.75,10.5,1.35,4,7,1.33,3.75,9,,,,1.33,4.33,7.5,1.3,4.33,8,1.71,2,1.9,1.9,1.9,1.95,-1.25,1.95,1.9,-1.25,2,1.9,-1.25,T. Pieri,9,11,3,5,23,21,2,10,2,2,0,0,2.6,3,2.8,2.6,2.85,2.75,2.6,2.9,2.7,2.6,2.8
I1,25-04-2004,Udinese,Milan,0,0,D,0,0,D,,,,4.25,2.65,2.05,3.6,2.6,2.1,3.4,2.62,2.25,,,,3.4,2.62,2.25,3.5,2.6,2.2,2,1.71,,,1.7,2.05,0.5,1.85,2,0.5,,,,G. Paparesta,12,6,5,3,27,23,4,3,5,2,0,0,2.5,3,2.9,2.7,2.8,2.7,2.6,2.85,2.75,2.6,2.8
I1,02-05-2004,Chievo,Modena,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Rosetti,11,9,3,3,32,23,3,7,3,1,0,1,1.8,3.2,4.75,1.8,3,4.75,1.8,3.1,4.5,1.8,3
I1,02-05-2004,Empoli,Bologna,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Rizzoli,15,6,6,2,16,10,4,8,2,1,0,0,1.44,4,7.5,1.45,3.65,7.4,1.42,3.75,8,1.45,3.6
I1,02-05-2004,Lazio,Reggina,1,1,D,1,0,H,1.36,4,7,1.35,3.8,7.4,1.4,3.9,6,1.44,3.4,7,1.44,3.75,6,1.36,3.75,8,1.44,3.75,6,1.79,1.9,,,1.35,2.51,-0.5,1.8,2.05,-1,1.8,2.1,-1,A. Dattilo,8,7,5,4,24,20,7,6,4,2,0,0,1.66,3.2,6,1.65,3.2,5.5,1.6,3.25,6,1.5,3.5
I1,02-05-2004,Lecce,Inter,2,1,H,0,1,A,3.6,2.87,2,3.5,2.85,2,3.6,3,1.9,3.2,2.8,2.2,3.25,2.9,2.1,3.6,2.87,2,3.25,2.9,2.1,1.71,2,,,1.57,2,0.5,1.95,1.9,0.25,2.05,1.85,0.25,P. Bertini,12,18,8,8,20,18,4,10,3,1,0,1,4,3,2,4,3,1.95,3.8,3,2,3.5,2.8
I1,02-05-2004,Milan,Roma,1,0,H,1,0,H,2.25,2.87,3.5,2.2,2.95,3.25,2.1,2.9,3.2,2,3,3.4,2.2,2.88,3.2,2.2,2.87,3.1,2.2,2.88,3.2,1.85,1.85,2,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,2,1.9,-0.25,A. De Marco,10,6,4,2,22,18,8,7,4,3,0,0,2.75,2.87,2.75,2.75,2.8,2.65,2.65,2.9,2.65,2.6,2.8
I1,02-05-2004,Parma,Ancona,3,1,H,3,1,H,,,,1.07,7,16,1.1,7,15,,,,1.1,6.5,15,1.07,7.5,17,1.1,6.5,15,,,,,,,,,,,,,,M. De Santis,8,6,3,2,24,15,3,3,1,3,0,1,2.3,2.75,3.6,2.2,2.9,3.6,2.3,2.85,3.3,2.3,2.8
I1,02-05-2004,Perugia,Juventus,1,0,H,0,0,D,3.4,3,2,3.3,2.85,2.05,3.1,3,2.1,2.8,3.2,2.2,3.4,3,2,3.4,2.8,2.1,3.4,3,2,1.65,2.05,,,1.53,2.05,0.5,,,,,,,N. Stefanini,10,4,6,3,23,23,7,2,3,4,0,0,1.66,3.2,6,1.67,3.05,5.85,1.7,3,5.5,1.75,3
I1,02-05-2004,Sampdoria,Udinese,1,3,A,0,1,A,2.1,2.8,3.4,2.08,2.7,3.45,2.1,2.7,3.5,2,3,3.4,2.2,2.75,3.25,2.1,2.75,3.5,2.2,2.75,3.25,1.9,1.79,,,2.08,1.51,-0.5,1.95,1.9,-0.25,,,,S. Racalbuto,15,6,7,3,20,24,8,3,5,3,0,0,1.9,3,4.5,1.83,3.05,4.5,1.8,3,4.75,1.8,3.1
I1,02-05-2004,Siena,Brescia,0,1,A,0,0,D,,,,,,,2.3,2.4,3.4,,,,2.25,2.5,3.6,2.1,2.4,4.25,2.25,2.38,4,,,,,2.22,1.45,-0.5,,,,,,,S. Farina,6,6,3,5,14,22,2,3,3,2,0,0,1.9,3,4.5,1.9,3,4.2,1.9,3,4.25,1.9,2.8
I1,09-05-2004,Ancona,Empoli,2,1,H,1,0,H,2.6,2.8,2.6,2.7,2.7,2.5,2.8,2.8,2.2,,,,,,,,,,2.9,2.85,2.25,,,,,,,,,,,,,,G. Paparesta,6,16,5,9,27,13,1,6,4,2,0,0,2.3,2.87,3.4,2.3,2.85,3.2,2.35,2.8,3.2,2.4,2.6
I1,09-05-2004,Bologna,Lecce,1,1,D,1,0,H,2.1,2.5,4,2.2,2.35,3.85,,,,2.1,2.5,4,,,,2.2,2.5,3.75,2.1,2.5,4,1.85,1.85,,,2.2,1.46,-0.5,1.9,1.95,-0.25,,,,P. Dondarini,5,7,3,3,26,25,2,4,2,1,0,0,5,3,1.83,5.3,2.95,1.75,4.75,3,1.8,4.8,2.8
I1,09-05-2004,Brescia,Lazio,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A. Giannoccaro,8,7,3,4,27,21,0,5,3,3,0,1,3.25,3,2.3,2.95,3.05,2.3,2.95,2.9,2.4,3.3,3
I1,09-05-2004,Inter,Parma,1,0,H,0,0,D,1.9,3.2,4,1.8,3.2,3.85,1.9,3,3.6,2,3,3.4,1.83,3.1,4,1.85,3.1,4,1.83,3,4,1.79,1.9,1.85,1.95,1.8,1.75,-0.5,2,1.85,-0.5,,,,L. Palanca,13,7,8,4,14,20,6,5,2,3,0,2,2,2.87,4.33,1.95,2.9,4.15,2,2.85,4,1.9,2.8
I1,09-05-2004,Juventus,Sampdoria,2,0,H,2,0,H,1.66,3.1,5,1.7,3,4.3,1.7,3,4.6,1.73,3.2,4.33,,,,1.67,3.1,5,1.66,3.1,5,1.9,1.79,,,1.7,1.77,-0.5,1.8,2.05,-0.75,,,,M. Saccani,16,7,9,3,16,21,6,2,1,3,0,1,1.44,3.75,8.5,1.45,3.55,7.9,1.45,3.75,7.5,1.45,3.6
I1,09-05-2004,Modena,Siena,1,3,A,0,1,A,2,2.8,3.75,1.95,2.85,3.75,1.9,2.8,4,1.91,2.88,4,2,2.88,3.75,2,2.88,3.75,2,2.8,3.75,2.05,1.65,,,1.95,1.62,-0.5,,,,,,,T. Pieri,21,8,10,6,18,8,14,6,2,1,0,0,1.5,3.6,7.5,1.5,3.5,6.85,1.5,3.5,7,1.6,3.5
I1,09-05-2004,Reggina,Milan,2,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N. Rizzoli,16,11,10,5,15,22,8,3,2,4,0,0,2.4,3,3,2.25,3.1,3,2.35,3,2.9,2.5,2.8
I1,09-05-2004,Roma,Perugia,1,3,A,1,2,A,,,,2.1,3.6,2.5,,,,,,,,,,,,,2.1,3.5,2.75,,,,,,,,,,,,,,S. Farina,8,10,3,5,24,19,6,3,4,2,1,0,2,3,4,1.83,3,4.6,1.9,2.9,4.3,1.85,2.9
I1,09-05-2004,Udinese,Chievo,1,1,D,1,1,D,,,,1.32,4,7.5,1.35,4,7,,,,,,,,,,1.3,4.2,8.5,,,,,,,,,,,,,,M. Bergonzi,17,7,7,6,14,29,11,4,1,3,0,1,1.5,3.6,7.5,1.45,3.65,7.5,1.45,3.75,7.5,1.45,3.6
I1,16-05-2004,Chievo,Bologna,2,1,H,2,1,H,,,,2.1,2.25,4.5,1.9,2.5,4.3,2.2,2.375,4,,,,2.1,2.5,4,2.1,2.3,4.6,1.65,2,,,,,,,,,,,,N. Ayroldi,15,14,7,7,18,19,7,2,4,3,0,0,2,3,4,2.05,2.9,3.75,2.05,2.9,3.75,2,2.8
I1,16-05-2004,Empoli,Inter,2,3,A,1,1,D,3.6,4,1.66,3.2,4.5,1.65,3.2,3.1,2,3.5,3.75,1.727,,,,3.4,4,1.73,3.6,4,1.66,1.71,1.95,1.85,1.95,1.87,1.65,0.5,,,,,,,M. Trefoloni,6,6,4,4,14,11,4,3,1,0,0,0,5.5,3.4,1.66,5.5,3.2,1.65,5.25,3.2,1.67,4.3,3.2
I1,16-05-2004,Lazio,Modena,2,1,H,1,0,H,,,,1.85,4.5,2.65,,,,1.833,4,3,,,,1.83,4.33,2.8,1.9,4.2,2.75,1.55,2.2,,,,,,,,,,,,M. De Santis,12,13,4,6,17,29,6,4,2,5,0,0,2.87,2.3,3,3.55,2.15,2.85,3.25,2.25,2.7,3.4,2.1
I1,16-05-2004,Lecce,Reggina,2,1,H,2,1,H,,,,2.05,2.25,4.8,1.9,2.6,4.4,1.909,2.625,4.5,,,,2,2.5,4.2,2.1,2.3,4.6,1.71,1.95,,,,,,,,,,,,A. Dattilo,9,4,4,3,16,22,5,7,1,2,0,0,2.37,2.75,3.4,2.4,2.7,3.2,2.38,2.75,3.25,2.4,2.7
I1,16-05-2004,Milan,Brescia,4,2,H,2,0,H,1.53,3,7,1.55,2.85,7,1.9,2.4,5.5,1.571,2.75,8,1.53,2.88,8.5,1.53,2.9,8,1.5,2.8,10,1.65,2,1.8,2,,,,,,,,,,D. Messina,14,6,6,2,23,27,6,3,4,5,0,0,1.9,3,4.5,1.9,2.9,4.4,1.9,2.9,4.5,1.85,3
I1,16-05-2004,Parma,Udinese,4,3,H,0,0,D,,,,1.35,3.4,8.5,1.25,4.5,9,1.3,4,9,,,,1.4,3.75,7,1.44,3.2,8.5,1.65,2,,,,,,,,,,,,E. Morganti,16,8,6,3,18,24,0,4,1,2,0,0,2.4,2.87,3.2,2.55,2.75,2.9,2.5,2.85,2.95,2.5,2.7
I1,16-05-2004,Perugia,Ancona,1,0,H,0,0,D,,,,,,,1.25,4.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,M. Trefoloni,5,9,3,4,19,20,2,6,1,3,1,0,1.72,3.1,5.5,1.65,3.25,5.4,1.75,3.1,5,1.7,3.2
I1,16-05-2004,Sampdoria,Roma,0,0,D,0,0,D,,,,2,2.8,3.5,2.3,2.8,2.9,1.8,3.25,3.75,,,,,,,,,,1.65,2,,,,,,,,,,,,R. Rosetti,11,4,3,1,21,31,6,3,2,6,0,0,1.9,3,4.5,1.95,3.05,3.9,1.95,3,4,1.9,3
I1,16-05-2004,Siena,Juventus,1,3,A,1,2,A,,,,2.65,2.45,2.85,2.8,2.8,2.4,2.75,3,2.375,,,,,,,2.6,2.5,2.9,1.71,1.95,,,,,,,,,,,,P. Bertini,6,12,4,7,16,23,7,4,1,3,0,0,2.3,2.87,3.4,2.3,2.9,3.15,2.33,2.85,3.2,2.4,2.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Paparesta,11,6,6,3,16,18,10,2,2,1,0,0,1.61,3.4,6,1.55,3.55,5.85,1.62,3.4,5.5,1.6,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. De Santis,8,8,5,3,16,19,4,6,1,1,0,0,1.33,4.5,9.5,1.3,4.5,9.5,1.33,4.3,9,1.35,4
